,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_Group,Income_Per_Age,Income_Level,Work_Ratio,Loyalty_Ratio,OverTime_Binary
829,33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,17,3,1,80,0,6,3,3,5,2,0,3,Mid,241.88235294117646,High,0.17647058823529413,0.7142857142857143,1
830,41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,11,3,1,80,1,6,4,3,1,0,0,0,Senior,113.47619047619048,Medium,0.14285714285714285,0.14285714285714285,1
831,31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,12,3,3,80,1,2,5,2,2,2,2,2,Mid,81.5625,Low,0.0625,0.6666666666666666,0
832,37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,13,3,3,80,2,9,2,3,6,2,1,3,Mid,150.81578947368422,High,0.23684210526315788,0.6,0
833,27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,13,3,3,80,1,4,0,3,4,2,2,2,Young,90.67857142857143,Low,0.14285714285714285,0.8,0
834,34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,20,4,1,80,0,6,3,2,6,5,1,3,Mid,163.25714285714287,High,0.17142857142857143,0.8571428571428571,0
835,35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,17,3,2,80,0,6,2,1,5,4,1,4,Mid,120.08333333333333,Medium,0.16666666666666666,0.7142857142857143,0
836,29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,13,3,1,80,1,11,3,1,11,8,3,10,Young,244.53333333333333,High,0.36666666666666664,0.9166666666666666,0
837,40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,17,3,3,80,0,20,3,2,18,7,2,13,Mid,329.2439024390244,Very_High,0.4878048780487805,0.8571428571428571,0
838,42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,12,3,2,80,0,22,2,2,21,9,13,14,Senior,319.95348837209303,Very_High,0.5116279069767442,0.9130434782608695,1
839,42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,13,3,4,80,0,9,3,4,6,4,1,5,Senior,119.88372093023256,High,0.20930232558139536,0.6,0
840,35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,12,3,2,80,1,10,2,3,8,0,1,7,Mid,62.72222222222222,Low,0.2777777777777778,0.7272727272727273,0
841,24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,22,4,4,80,0,6,2,3,4,3,1,2,Young,143.88,Medium,0.24,0.5714285714285714,0
842,28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,11,3,4,80,0,1,4,2,1,1,0,0,Young,86.72413793103448,Low,0.034482758620689655,0.5,1
843,26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,22,4,2,80,1,8,2,3,8,7,0,7,Young,163.7037037037037,Medium,0.2962962962962963,0.8888888888888888,0
844,30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,18,3,1,80,1,10,3,3,10,3,1,4,Young,212.19354838709677,High,0.3225806451612903,0.9090909090909091,0
845,40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,13,3,4,80,1,16,3,1,1,1,0,0,Mid,107.85365853658537,Medium,0.3902439024390244,0.058823529411764705,1
846,35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,18,3,2,80,1,15,2,4,7,7,6,4,Mid,285.3888888888889,Very_High,0.4166666666666667,0.4375,0
847,34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,20,4,3,80,0,14,3,3,13,9,4,9,Mid,152.65714285714284,High,0.4,0.8666666666666667,0
848,35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,13,3,2,80,1,2,2,4,2,2,2,2,Mid,66.0,Low,0.05555555555555555,0.6666666666666666,0
849,43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,13,3,2,80,0,7,2,2,4,3,1,3,Senior,121.5,High,0.1590909090909091,0.5,0
850,32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,12,3,3,80,3,1,3,3,1,0,0,0,Mid,85.66666666666667,Low,0.030303030303030304,0.5,0
851,56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,13,3,4,80,1,28,2,3,5,2,4,2,Old,349.87719298245617,Very_High,0.49122807017543857,0.1724137931034483,0
852,29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,13,3,1,80,1,10,5,3,10,8,0,8,Young,104.36666666666666,Medium,0.3333333333333333,0.9090909090909091,0
853,19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,25,4,3,80,0,1,4,3,1,1,0,0,Young,127.6,Low,0.05,0.5,0
854,45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,19,3,3,80,1,7,2,2,3,2,0,2,Senior,97.32608695652173,Medium,0.15217391304347827,0.375,1
855,37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,13,3,2,80,1,14,2,2,14,8,3,11,Mid,170.3684210526316,High,0.3684210526315789,0.9333333333333333,0
856,20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,12,3,1,80,0,2,2,2,2,2,1,2,Young,144.42857142857142,Medium,0.09523809523809523,0.6666666666666666,0
857,44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,11,3,3,80,0,6,4,3,6,4,0,2,Senior,65.24444444444444,Medium,0.13333333333333333,0.8571428571428571,1
858,53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,18,3,2,80,1,26,6,3,7,7,4,7,Old,344.55555555555554,Very_High,0.48148148148148145,0.25925925925925924,0
859,29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,18,3,1,80,1,6,2,2,5,4,1,3,Young,72.26666666666667,Low,0.2,0.7142857142857143,1
860,22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,11,3,2,80,1,1,5,3,0,0,0,0,Young,124.04347826086956,Low,0.043478260869565216,0.0,1
861,46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,23,4,1,80,0,28,2,3,26,15,15,9,Senior,362.72340425531917,Very_High,0.5957446808510638,0.896551724137931,0
862,44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,13,3,4,80,0,6,3,3,0,0,0,0,Senior,50.888888888888886,Low,0.13333333333333333,0.0,0
863,33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,13,3,4,80,1,5,2,3,5,4,1,4,Mid,105.88235294117646,Medium,0.14705882352941177,0.8333333333333334,0
864,41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,17,3,1,80,1,5,2,1,1,0,0,0,Senior,50.166666666666664,Low,0.11904761904761904,0.16666666666666666,0
865,30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,19,3,3,80,3,8,3,3,4,3,0,3,Young,132.74193548387098,Medium,0.25806451612903225,0.4444444444444444,0
866,40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,12,3,4,80,3,5,2,3,0,0,0,0,Mid,105.53658536585365,Medium,0.12195121951219512,0.0,0
867,50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,22,4,3,80,1,32,3,3,2,2,2,2,Senior,350.11764705882354,Very_High,0.6274509803921569,0.06060606060606061,0
868,28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,12,3,3,80,3,6,2,3,6,5,3,3,Young,110.20689655172414,Medium,0.20689655172413793,0.8571428571428571,0
869,46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,11,3,1,80,1,25,2,3,4,2,0,3,Senior,405.97872340425533,Very_High,0.5319148936170213,0.15384615384615385,0
870,35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,15,3,4,80,3,15,2,3,7,7,1,7,Mid,249.05555555555554,Very_High,0.4166666666666667,0.4375,1
871,24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,13,3,1,80,1,1,3,1,1,0,0,0,Young,88.4,Low,0.04,0.5,0
872,33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,12,3,1,80,1,10,3,2,10,7,0,1,Mid,133.5,Medium,0.29411764705882354,0.9090909090909091,0
873,36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,14,3,3,80,1,7,4,3,7,7,1,7,Mid,74.08108108108108,Low,0.1891891891891892,0.875,0
874,30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,13,3,1,80,3,10,4,2,10,7,8,9,Young,112.61290322580645,Medium,0.3225806451612903,0.9090909090909091,0
875,44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,25,4,2,80,0,20,3,3,20,11,13,17,Senior,100.91111111111111,Medium,0.4444444444444444,0.9523809523809523,0
876,20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,17,3,4,80,0,2,2,3,2,1,2,2,Young,127.52380952380952,Low,0.09523809523809523,0.6666666666666666,0
877,46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,11,3,3,80,1,12,3,2,6,3,1,4,Senior,157.0,High,0.2553191489361702,0.46153846153846156,0
878,42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,16,3,1,80,1,10,3,4,4,3,0,3,Senior,145.86046511627907,High,0.23255813953488372,0.36363636363636365,0
879,60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,18,3,2,80,1,12,3,3,11,7,1,9,Old,85.57377049180327,High,0.19672131147540983,0.8461538461538461,1
880,32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,20,4,3,80,1,2,2,3,2,2,2,2,Mid,83.12121212121212,Low,0.06060606060606061,0.6666666666666666,0
881,32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,14,3,4,80,0,10,2,3,8,7,0,7,Mid,151.45454545454547,High,0.30303030303030304,0.7272727272727273,1
882,36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,21,4,3,80,1,17,2,3,7,7,7,7,Mid,277.0810810810811,Very_High,0.4594594594594595,0.3888888888888889,1
883,33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,13,3,2,80,1,15,5,3,14,10,4,10,Mid,81.79411764705883,Low,0.4411764705882353,0.875,0
884,40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,12,3,2,80,1,7,2,4,5,1,1,3,Mid,167.1219512195122,High,0.17073170731707318,0.625,0
885,25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,14,3,2,80,0,5,4,3,4,3,1,1,Young,190.3846153846154,High,0.19230769230769232,0.6666666666666666,0
886,30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,21,4,1,80,1,12,2,3,11,9,5,7,Young,115.45161290322581,Medium,0.3870967741935484,0.8461538461538461,1
887,42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Y,17,3,3,80,0,20,6,3,1,0,0,0,Senior,306.7674418604651,Very_High,0.46511627906976744,0.047619047619047616,1
888,35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,11,3,2,80,1,16,6,2,13,2,4,12,Mid,288.25,Very_High,0.4444444444444444,0.7647058823529411,1
889,27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,14,3,4,80,2,9,3,2,9,7,6,8,Young,79.82142857142857,Low,0.32142857142857145,0.9,1
890,54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,17,3,1,80,1,33,2,1,5,4,1,4,Old,190.94545454545454,Very_High,0.6,0.14705882352941177,0
891,44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,Y,13,3,4,80,1,10,5,3,10,5,7,7,Senior,44.68888888888889,Low,0.2222222222222222,0.9090909090909091,0
892,19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Y,25,4,2,80,0,1,2,4,1,1,0,0,Young,92.95,Low,0.05,0.5,1
893,29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,15,3,1,80,3,3,5,3,3,2,1,2,Young,125.33333333333333,Medium,0.1,0.75,0
894,54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,14,3,1,80,0,36,2,3,10,9,0,9,Old,323.25454545454545,Very_High,0.6545454545454545,0.2702702702702703,0
895,31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,12,3,4,80,0,6,2,2,6,5,0,1,Mid,213.53125,High,0.1875,0.8571428571428571,1
896,31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,19,3,2,80,0,10,2,3,10,9,1,8,Mid,212.875,High,0.3125,0.9090909090909091,0
897,59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,17,3,4,80,0,13,2,3,6,1,0,5,Old,86.18333333333334,High,0.21666666666666667,0.42857142857142855,0
898,43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,Y,14,3,2,80,1,25,2,3,8,7,0,7,Senior,448.6363636363636,Very_High,0.5681818181818182,0.3076923076923077,0
899,49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711,12124,2,Y,13,3,3,80,1,23,2,4,1,0,0,0,Senior,374.22,Very_High,0.46,0.041666666666666664,0
900,36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,12,3,3,80,0,12,2,2,11,10,0,7,Mid,99.78378378378379,Medium,0.32432432432432434,0.8461538461538461,0
901,48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,11,3,3,80,0,7,4,2,1,0,0,0,Senior,52.224489795918366,Low,0.14285714285714285,0.125,0
902,27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,Y,11,3,2,80,3,5,2,3,5,3,0,3,Young,89.89285714285714,Low,0.17857142857142858,0.8333333333333334,0
903,29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,11,3,2,80,2,6,2,3,6,0,1,0,Young,220.76666666666668,High,0.2,0.8571428571428571,1
904,48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,Y,12,3,3,80,0,25,3,4,1,0,0,0,Senior,372.7551020408163,Very_High,0.5102040816326531,0.038461538461538464,0
905,29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,14,3,2,80,2,9,2,2,7,7,1,7,Young,537.4666666666667,Very_High,0.3,0.7,0
906,34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,17,3,4,80,0,2,5,2,1,0,0,0,Mid,73.85714285714286,Low,0.05714285714285714,0.3333333333333333,0
907,44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,11,3,3,80,1,26,5,3,22,9,3,10,Senior,404.73333333333335,Very_High,0.5777777777777777,0.8148148148148148,0
908,33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,14,3,4,80,2,10,3,3,9,8,0,8,Mid,246.47058823529412,Very_High,0.29411764705882354,0.8181818181818182,1
909,19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,12,3,4,80,0,1,2,3,1,0,0,1,Young,149.7,Medium,0.05,0.5,1
910,23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,22,4,4,80,1,1,2,3,1,0,0,1,Young,50.958333333333336,Low,0.041666666666666664,0.5,0
911,25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Y,14,3,4,80,0,1,4,3,1,0,1,0,Young,43.0,Low,0.038461538461538464,0.5,1
912,26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,20,4,2,80,0,8,2,2,8,5,2,2,Young,106.48148148148148,Low,0.2962962962962963,0.8888888888888888,1
913,45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,16,3,1,80,0,26,2,3,24,10,1,11,Senior,409.2173913043478,Very_High,0.5652173913043478,0.8888888888888888,1
914,55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,15,3,4,80,1,34,3,3,33,9,15,0,Old,242.44642857142858,Very_High,0.6071428571428571,0.9428571428571428,1
915,21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,20,4,3,80,0,2,2,1,2,2,2,2,Young,119.31818181818181,Low,0.09090909090909091,0.6666666666666666,0
916,46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,14,3,3,80,1,26,2,3,11,4,0,8,Senior,399.7659574468085,Very_High,0.5531914893617021,0.4074074074074074,0
917,34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Y,12,3,4,80,0,4,3,3,3,2,0,2,Mid,129.65714285714284,Medium,0.11428571428571428,0.6,1
918,51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,24,4,1,80,1,31,5,2,29,10,11,10,Old,381.6730769230769,Very_High,0.5961538461538461,0.90625,1
919,59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,Y,12,3,4,80,0,25,6,2,9,7,5,4,Old,175.2,Very_High,0.4166666666666667,0.34615384615384615,0
920,34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,13,3,3,80,2,15,2,4,11,8,5,10,Mid,126.97142857142858,Medium,0.42857142857142855,0.6875,0
921,28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,11,3,3,80,0,5,2,2,4,2,0,2,Young,74.27586206896552,Low,0.1724137931034483,0.6666666666666666,1
922,44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,Y,14,3,4,80,2,26,4,2,25,9,14,13,Senior,426.44444444444446,Very_High,0.5777777777777777,0.9259259259259259,0
923,34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,Y,11,3,4,80,2,14,5,4,10,9,1,8,Mid,128.28571428571428,Medium,0.4,0.6666666666666666,0
924,35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Y,14,3,4,80,0,4,3,3,3,2,2,2,Mid,97.38888888888889,Medium,0.1111111111111111,0.6,1
925,42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,16,3,4,80,0,18,2,3,1,0,0,0,Senior,55.16279069767442,Low,0.4186046511627907,0.05263157894736842,1
926,43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,14,3,4,80,0,23,3,4,21,7,15,17,Senior,232.52272727272728,Very_High,0.5227272727272727,0.875,0
927,36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,11,3,4,80,0,18,2,3,16,14,5,12,Mid,146.21621621621622,High,0.4864864864864865,0.8421052631578947,1
928,44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,Y,11,3,4,80,1,10,2,3,10,7,0,5,Senior,177.2888888888889,High,0.2222222222222222,0.9090909090909091,0
929,28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,12,3,2,80,1,2,2,3,2,2,2,2,Young,133.3448275862069,Medium,0.06896551724137931,0.6666666666666666,1
930,51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,14,3,2,80,0,8,6,2,7,0,7,7,Old,54.57692307692308,Low,0.15384615384615385,0.7777777777777778,0
931,30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Y,18,3,3,80,0,10,3,3,8,4,1,7,Young,151.4516129032258,Medium,0.3225806451612903,0.7272727272727273,1
932,29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,13,3,1,80,2,10,2,3,7,7,7,7,Young,111.3,Medium,0.3333333333333333,0.6363636363636364,1
933,28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,Y,11,3,2,80,0,5,2,2,3,2,1,2,Young,71.72413793103448,Low,0.1724137931034483,0.5,0
934,25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,Y,18,3,4,80,0,2,3,2,2,2,2,1,Young,80.61538461538461,Low,0.07692307692307693,0.6666666666666666,0
